Review_Text,Sentiment,tf_cluster
hotel locat nagar initi difficult locat hotel situat lane call hotel ask driver know exact locat hotel neat clean everyth found ok suggest complimentari breakfast could better varieti provid,2,2
overal experi good hotel locat citi appear hotel pretti attract staff profession courteou room allot good maintain clean essenti facil delay sign sign process recommend hotel travel,2,1
everyth seem good hotel staff help get tv work second day onward seem pay subscript fee breakfast good bathroom except fairli mainten room bit small overal good hotel stay,2,1
locat hotel good appear hotel good activ arrang hotel visit hotel offici purpos hotel locat nearbi citi check checkout delay behaviour staff good room clean spaciou wi fi facil provid hotel park place avail hotel,1,1
chennai famili stay hotel staff member hotel help quick servic conveni locat hotel close citi ate food hotel good qualiti tast overal destin stay hotel good valu money recommend hotel travel,2,1
hotel good room neat clean satisfi hotel stay visit hotel offici purpos would suggest anyth hotel would like recommend hotel travel,2,1
pondicherri stay hotel staff member hotel help quick servic delay check checkout staff member hotel help quick servic room allot spaciou well maintain requir amen work condit ate food outsid hotel activ hotel,2,0
travel chennai offici purpos month decemb stay hotel locat hotel good appear hotel good check check done time staff member help friendli servic ate food outsid hotel activ hotel,2,1
good ambianc good experi afford good food good locat near hotel book solid got reserv time thank abl switch u new room guest check breakfast better rememb fresh berri even granola staff friendli help throughout stay thank,2,1
hotel good clean park lite difficult everyth good break fast dinner suprb room servic good rate also k desir room realli enjoy facil room everi thing good,2,1
friendli help staff,2,0
one night good comfort complaint,2,2
although hotel nice clean safe well good locat shop first night use misquito net someon must left window open point room infest nd rd night fine food restaur good howev cater intern guest came breakfast said would still recommend,1,2
experi le high rate receiv staff help make much except eager help anyth could,1,0
great hotel eleg room great food strong servic conveni locat close sipcot inform technolog park disappoint hot water sink shower stay three day day one two inform differ hotel staff yet unabl resolv issu end stay,2,0
properti good small room big lobbi restaur pool good locat breakfast also good far tast food concern pure noth indain wish could better,1,1
two night way good purpos much els say,2,2
hotel staff excel breakfest sublim locat realli far away centr madra,2,0
great stay hotel new clean great amen food ok excel staff everyon realli nice accommod kannan help luggag worth mention great pleasant person neg note book one night expedia decid extend extra night price got offer hotel rupe one show expedia,2,0
would recommend other,2,0
realli nice,2,0
room good servic also good buffet provid choic perfect,2,1
function hotel quir period experi servic busi time,2,2
nice hotel near sipcot park conveni peopl vise tc compani,2,2
comfort room lot mosquito creat lot disturb inroom dine menu elabor staff readi take order clearli refus take order,1,2
dirti bathroom clean properli bathroom mat secur night mediocor breakfast room window knob broken close window properli access card work late night go back lobbi manag sleep behind desk,0,2
good one night stay breakfast avail delux room cleanli ok area local access road high street food avail near hotel good tourist,1,1
room servic terribl slow bottl water wait hr min lastli water came warm ask cold overal great experi although buffet breakfast good costli hotel consid room servic,0,2
congest room absolut poor servic even recept overal worth money evid manag neglig reput properli organ made u wait half hour room key spite book advanc overal bad experi,0,2
choos hotel cheap decent stay nearbi busiest market call nagar could get everyth ambienc realli nice staff kind natur food also good tasti much costli recommend stay,2,0
best hotel shop pondi bazzar nagar excel restaur bbq quit place walkabl distanc easi way exit nagar proceed intern airport hotel locat center mount road kodambakkam egmor,2,2
happen visit chennai book room iri hotel congest place poor local recept made upset saw room disappoint left within min though staff recept courteou room pathet,0,2
overal stay great valu money locat perfect need would recommend hotel anybodi,2,0
look need locat hotel idl tarrif quit reason staff behavior nice recommend hotel colleagu visit chennai drawback found hotel pick drop facil,2,0
nonsens place recommend make trip fake rank rank mark facil nonsens done per comfort make trip anoth hell put anyth websit trust ruin trust talk term condit one ever read,0,2
decent facil good breakfast servic bill horribl check food articl check charg use check content check wifi work zero connect forget put towel napkin etc forget room menu etc locat food two good part,1,2
stay hotel good servic good hospit whole good mainli breakfast dinner awesom tasti servic care toward guest realli marvel appear atmospher also nice like,2,1
decent stay stay hotel everi holiday atleast week past year good ambienc good food nice staff realli valu money total much satisfi,2,0
cleanli awesom extra bed overpr staff will adjust check checkout time despit tell extra time book hotel room servic also poor ask get water bottl took nearli min got,2,2
overal good experi food ali grill awesom good price breakfast buffet lunch went hat qualiti food hospit room good third bed comfort toilet bad condit,2,1
book room onlin visit hotel alon facil provid room varieti breakfast provid hotel book front offic good locat hotel averag destin hotel averag use activ hotel behaviour staff good,1,1
excel hotel good breakfast good servic help staff,2,1
valu money bathroom cud much cleaner happi stay,2,2
rude staffno hotel restaur open pm neither room servic help mobil charger etc even mediocr hotel provid mobil charger guest,0,2
room given hotel com custom averag ask replac bed cover,2,2
stay good breakfast good littl far airport taxi servic per recept,2,1
larg comfort room hous keep improv lot mosquito room qualiti food servic standard need improv lot nois floor due shift furnitur etc good staff front desk door,1,2
restaur bit prize hotel staff friendli room good facil,2,1
small room even walk wall wall fit bed valu money,0,2
commun staff difficult spoke minim english seem unawar took book expedia even though alreadi paid knew noth book almost miss plane although ask larg taxi small one turn refus take u room final got good size cockroach,0,2
shop theatr nearbi hotel nice n good hot flask n complimetari miner water room access card alway problem stay good,1,2
unpleas stay easi task reach morn b f good coffe tea avail go purchas milk order coffe,0,2
use doubl bedroom famili memor stay would recommend properti famili stay,2,0
stay second time conveni nagar shop reach hotel peac stay resid residenti area breakfast home made ever like room clean got everyth want room limit fear go forward get room challeng,2,2
oyo hard find helplin friendli inform gener took u hour locat hotel,1,2
good hotel good destin facil hotel good manit hotel good food servic good locat hotel look good also front look good appreci keep good work contiunu,2,1
ideal place anybodi like pure veg food go hotel saravana bhavan walkabl distanc lord ayyappa templ tower park close properti relax nice stay room clean morn breakfast tasti exclus south indian food nice ampa skywalk close properti advis put properti name board eas locat,2,2
wasom experi good hotel spaiend god time stay hotel hotel room hotel servic hotel food good hotel staff profession polai nic hotel wood like come hear age,2,1
soon book hotel taken care person owner hotel m jaya priya businesswoman hobbi hospit hobbi worri anyth nice clean comfort room good servic would like stay,2,2
good hotel staff cooper feel uncomfort health issu staff took hospit great hospit,2,0
could great experi incompet staff staff rude work profession cordial,1,0
clean room budget staff co oper good experi,2,1
per review star pictur nice actual opposit,0,2
state room balconi given without balconi state inch tv given inch tv one set bath n hand towel given guest front desk didnt basic courtesi wifi work,0,2
clean room good shower plenti hot water good custom servic help front desk room servic avail lunch even restaraunt well organis breakfast plenti room read daili newspap breakfast leisur manner enjoy,1,2
hotel pleas price point littl high staff gener friendli,1,2
best place stay good food varieti room servic room bit small conveni enough stay,2,0
recent book hotel parent sibl wonder stay custom servic except room clean comfort food fantast highli recommend anyon would prefer calm quiet stay chennai oasi peac middl busi citi overal excel return place,2,0
stay mani hotel past none stack comfort atmospher hanu breakfast amaz hotel staff polit rather accommod especi manag name praveen overal hotel one highlight trip chennai,2,0
properti locat posh part citi quaint home feel staff super effici avail round clock although bit old properti well manag upkeep per best standard,2,2
hotel nice locat nice environ tasti food servic part slow order someth wait minimum half hour behaviour nice food genuin rate rest ok,2,2
awesom mind blow pleasur stay place guy plan banat hain hum sab theek rahega sir pleas thank sir sure mam follow karo dhoni thank sir alreadi inform nagesh pleas share opinion,2,2
properti locat close tamil nadu cm thalaivar rajinikanth hous expect tight secur safe silent lot tree around away traffic nois room clean good facil hotel staff also courteou let would food better,2,2
went chennai visa interview hanu reddi resid near u consul check around pm peopl recept courteou even time serv good food thank staff order onion pakoda even snack yummi dinner phulka paneer curri hot tasti breakfast decent overal pleasant stay,2,2
awesom experi love stay facil good locat calm seren love food overal love experi love place love place love calm,2,0
goodjjfjdjdjdjdjdkdkfkkfkkfkfkkfkkfkfkfkfkfknf nfjjfkf fjjfjkfknnf jfjfjjfjjfjf nfjfkkfkf nfjfmfkfkfkfkfkr nfjfmfkfkfkfkfkr nfjfmfkfkfkfkfkr ntktktkt ktkktktjjtktkjtjjt ktktktktktkmdkr krkrkktkjdontnkd,2,2
want decent place friend stay birthday parti afford rate well maintain good staff clean great valu money central locat everyth walkabl distanc mall foodi street state cm hous great busi one night travel,2,0
hotel locat citi satisfi hotel stay check checkout delay room neat clean activ arrang hotel,2,1
room clean hotel fulli surround tree pleasant good see happi recommend resid like stay chennai,2,0
relax feel properti pleasantli surpris silent ambianc peac avenu around place though locat centr capit citi fairli price small restaur kitchen need hour serv room clean good place like,2,2
comfort stay place seem bit old outsid insid room beauti comfort fresh stay love stay would repeat get anoth chanc snag hotel staff abl give thing time ask courteou anyway,2,0
ideal hotel go u visa great locat great home place excel servic right behind chief minist hous clean locat place peac staff help one advic visitor order food well advanc take minut deliv,2,0
horribl experi know mmt refer filthi place spoil credenti mmt term guest hous improv version dormitori floor old style tile even carpet ac work ceil fan room make hell lot nois old style bath room electr geyser short horribl recommend mmt remov list,0,2
old bungalow hous convert spaciou hotel comfort spaciou room clean bathroom limit breakfast spread quit tasti food live counter day staff friendli courteou wifi work entir durat toiletri definit improv given amount charg custom overal stay relax,2,2
hi use stay one week primari locat omr main road cleanli averag secur area stay famili reason ok manet valu thank makemytrip onlin portal reason concess,2,2
electr connect good fix even complain given extens board instead facil good locat hotel good behaviour staff also good,2,1
hotel good howev make easi custom find put sign board facil okay wifi given food facil given staff cooper could done much better,2,2
improv lot servic proper power back servic find dine servic fine stay busi trip access overal averag experi bad,1,2
realli bad experi staff cordial manag bad peopl even know behav guest properli guest hous claim provid internet servic wifi guess speed slower g mobil internet,0,2
averag stay easi access locat omr room ok condit facil fine rate littl high compar type hotel near prefer take hotel easili access,2,2
hotel facil lift cleanli staff boy even name board build manag yr old person strictli say talk makemytrip book via complain also use bad languag simpli recommend,0,2
except small mainten problem total stay good nice staff respons good afford cost need improv mainten littil bit near transport facil,2,2
old apart use hotel manag profession argu harshli mani rule regul good hotel price opt spend night roof head concern go stay away,0,2
know hotel servic hardli room servic provid posit point locat noth els expect normal look hotel servic day accommod ok advis longer stay,1,2
poor qualiti food drink facil worst room servic avail behavior like disappoint come stay place worst guest hous visit ever life opinion one book guest hous,1,2
room good servic quit ok know flood effect internet wifi alway show limit connect staff abl fix els everyth ok locat perfect foodi opposit barbequ nation anoth excel one sangeeta,2,2
place realli good ambianc hotel front staff friendli profession budget properti free internet hour room size big room clean well present bathroom good drink water also good qualiti ac work fine heart citi well connect main road citi,2,1
lookin économiq stay prefer move,1,2
room cleanlier c morn room full mosquito,1,2
pleasant,2,0
nice stay complementari breakfast good overal experi satisfactori,2,1
relay internet hotel,1,2
bath room towel good soap clean improv servic courteou help park facil improv narrow toilet citi easi commut near anna salai assist park narrow entranc board show,2,2
destin hotel good locat hotel good appear hotel good check checkout delay overal servic hotel good complimentari breakfast provid hotel food nice qualiti quantiti activ arrang hotel suggest hotel,2,1
howev never got stay hotel situat caus u leav chennai night sure good hotel pleas convey hotel manag sincer regret thank,1,2
visit hotel person purpos food qualiti averag hotel activ arrang hotel locat hotel good delay check checkout amen avail work condit room park facil avail hotel wi fi facil provid hotel suggest hotel,2,1
visit hotel famili wi fi servic provid insid hotel best part hotel food food qualiti quantiti nice would recommend hotel upcom travel locat hotel good park avail insid hotel,2,1
visit hotel famili holiday trip hotel locat citi hotel locat conveni everyth provid room suggest hotel improv,2,1
hotel locat insid citi room good facil provid wi fi facil provid insid hotel satisfi hotel stay,1,1
activ conduct hotel behaviour staff good hotel railway station bu stand nearbi hotel visit hotel famili room given neat clean spaciou amen provid room best part hotel locat would suggest hotel improv room servic servic good hotel,1,1
would like recommend hotel travel would suggest anyth hotel visit hotel famili wi fi facil avail hotel satisfi hotel stay templ nearbi hotel,2,1
visit hotel friend offici purpos room facil good hotel,2,1
avoid srictlythey cheater deni admiss reserv,0,2
room small suffoc charg higher amount expedia invoic variou reason hotel nearbi locat,0,2
wifi doesnt work park took hour give extra bed,0,2
hand wonder time,2,2
stay day staff friendli loud st th floor forget free breakfast staff tell,2,0
guest hous conveni locat u ofc center walk min next lane u embassi bu r min auto depend bargain bedsheet room bathroom clean wall appear worn though wifi slow simpl pleasant stay expect frill good veg food avail pm veg restaur downstair,2,2
park avail hotel caus inconveni peopl travel vehicl,1,2
stay coupl day room spaciou hot water facil joke water even close warm howev room clean locat close biggest shop hub chennai vegetarian restaur ground floor food good restaur clean,1,2
good facil hot water internet floor stay room good locat far last trip quit nearer work place,2,1
check day good locat valu money complaint everi hotel exampl wifi work hot water come properli power fluctuat minor prioriti overal place good like breakfast staff behaviour,2,2
good locat good breakfast good servic good hospit pleasur stay one thing c work ceil fan avail surround smell cigarett smoke room overal good worth money second time could stay,2,1
worth place cheap price get good servic thank make trip decent clean environ flexibl check time hotel staff good gid food repeat menu compar cost good,2,1
stay day hotel staff friendli talk polit complimentari breakfast ok car park limit space room clean mainten nice feel restaur food rate bit high hotel anyway domino restaur near hotel,2,0
book night via makemytrip breakfast breakfast pathet skip choos eat outsid told recept might extend day immedi chang avail make trip sold pay extra book room next day paid via makemytrip,1,2
stay king cross resid awesom room good clean hotel servic like wi fi complementari breakfast good locat hotel nice access taxi bu servic,2,1
one day stay nice locat easili access nice room clean spaciou good servic nice breakfast complimentari mani option con bad wifi servic tv close channel almost noth subscrib,2,0
nice place stay guest hous requir graduat hotel basic requir like restaur bought food room servic averag complement breakfast lack varieti wi fi servic poor stay otherwis comfort room toilet small clean,2,2
clean worth money cosi perfect locat area need improv restaur servic f b feel stay star categori hotel good valu money,2,2
stay hotel day flexibl check checkout time staff courteou free internet locat awesom servic good excel good budget hotel cleanli maintain staff courteou good thing flexibl check time,2,1
nice wonder servic good room clean resid near place good breakfast ok good like much thank,2,1
staff friendli co oper room pretti clean food good decent price worth money pay immedi respons request complaint,2,2
nice room god locat valu money staff polit,2,0
well maintain room small room though fulli ac food decent good hotel valu money well connect bu train bathroom ok giv soap shampoo brush,2,2
room neatli maintain staff help hotel locat good close shop center breakfast good although best would recommend stay hotel also need make sure let know chang check check time,2,1
fantast stay hotel nachiayappa park hotel room clean bathroom also clean good ventil hotel member polit friendli behav profession manner food provid hygien delici good locat hotel worth money,2,1
situat busi heart citi place clean hassl like place nice custom servic respons even late night decent clean room great valu money,2,0
stay two night hotel lie call busi area mean price lowest conveni sinc mani restaur around friendli staff decent room real downsid view ie brick wall,2,0
good locat restaur bad staff clean proper amen proper network wifi laundri bathroom stinki need well treat overal hotel satisfi money paid,1,2
servic poor everyth made chase get room servic bad concern manag ineffici commun coordin past good current manag care focu sing collect money,0,2
superb locat get necessari item like shop tranport food etc hotel premis good stay manag good support help u would like stay whenver visit chennai,2,0
central locat nagar near hotel saravana bhavan ranganathan street major shop spot like pothi saravavana selvarathinam etc restaur room servic food hotel issu nearbi saravana bhavan bar avail spaciou room total valu money,2,2
comfort stay chennai econom bu stand near walk abl distanc excel locat shop shop around km hotel servic also good satisfi shop memor place good,2,0
hotel room stink locat okay air condition work properli cupboard dust toiletri given except soap total worth money never recommend hotel,0,2
good peopl good person nice job good exprienc second time book hotel nice suggess person take exprienc time niciappa hotel ittttttttttttt toooooooooooooo goooooooooooooooood like ittttttttti,2,2
food good breakfast avail hotel hotel place excel shop need around km satisfi shop see memor place,2,0
one close friend refer hotel book even check room room clean properli helplin number contact recept servic etc towel soap accessori provid big fight receptionist provid towel soap min worst servic ever,1,2
vfdsfsdfgdgdsgsdgsdddddddgfggfjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj,2,2
stay good price locat near market clean,2,1
side food stay hotel famili hotel room clean charg high compar hotel staff learn lot thing hotel work hard mani thing,0,0
basic hotel price littl higher standard hotel bathroom clean staff friendli help charg person per room third person gave small mattress without bed expect u put mattress floor sleep bad ask said polici hotel,0,2
one worst dirti hotel stay away hotel room blanket spot yellow spot towel old worst bathroom see yellow spot stay away hotel,0,2
room clean mainten good airport servic excel,2,1
good place consid qualiti linen look dull bright spot le linen would appreci maintain complaint reserv found system delay check process could help u save time,2,2
except place close chennai airport noth noteworthi room clean flush mechan work effort made repair faulti mechan elev good thing provid free pick drop chennai airport,1,2
close airport,1,2
poor pick arrang pathet recept area noisi surround dirti room wardrob poor qualiti chair tabl,0,2
good consid locat still could better price charg servic good would recommend someon aboard flight,1,2
good experi,2,1
room never clean full mosquito worst choic life,0,2
room clean think never clean bathroom bedsheet also room servic horribl need wait least min kind servic,0,2
good locat staff courteou check earli check earli charg extra r also room blanket pillow foul smell toilet jet work,1,2
receiv recept clariti info deliv proper room upto mark need improv appear outsid good may due old construct everyth fine food deliv upto mark,1,2
bathroom good though bearabl der lock bathroom wait adust lock flush shower work hint foul smell,1,2
stay hotel client meet experi realli wonder think realli care amen basic one room quit nice mattress room nest hotel best hotel ever visit get complimentari breakfast sure good one,2,0
servic good easi locat food okay amen provid okay aint much better option area reason price better stay oyo provid qualiti room reason price,1,2
experi fantast servic front offic stuff awesom room servic fantast manag worri payment instead concern well guest india especi chennai sever time never experienc great servic start cleanli major aspect perfect,0,2
good time hotel would certainli recommend other would suggest book hotel yaatra reason price come chennai leisur stay go guy go offici purpos,1,0
stay day good hotel staff behaviour good delay check check procedur room okay amen work condit food good facil good activ ad activ hotel travel singl novemb roam around work,2,1
locat close bu stand within citi room ac servic excel room book advanc food good bar facil avail park space avail wifi avail recommend hotel other,2,2
day stay thulasi park hotel situat main citi basic facil room also spaciou food tasti lot varieti use activ organis hotel enough space park overal enjoy stay,2,0
hotel nice water salt got allerg problem use water food also bad room boy everyth nice near kodambakkam famou area chennai actor girl friend also happi c room good,2,2
staff front offic f b extrem graciou friendli hospila made feel home,2,0
solid option close airport restaur open accommod staff,2,2
stay zone pretti good staff super amaz way front desk recept staff even help negoti rickshaw scooter rate u staff restaur amaz peopl wish would take care mosquito issu though mani build,2,0
servic good littl bit overbear time,2,2
great stay zone,2,0
good place comfort stay,2,0
hotel gokulam park chennai good locat nice room good courteou staff servic front desk help full everyth hotel fantast except bathroom tea kettl found small type cockroach rais health concern,2,1
room look like old small poorli maintain found coupl bed bug air condition old stop work make sound frequent suddenli swipe work open door restaur food good averag server also enough knowledg,2,2
room appear old poorli maintain air condition old stop work intermitt furnitur shabbi locat okay room size small bathroom realli neat clean,1,2
budget hotel nice locat ashok nagar chennai good staff breakfast rooftop restaur serv fresh good qualiti food locat hotel also key locat conveni room well maintain best valu money,2,1
basic room facil decent food breakfast option good short busi trip room servic bit slow need follow get food conveni busi around locat,2,2
pleas ignor mani option citi poor servic poor mainten tv channel respons request absolut wast money locat close airport easili locat noth els mean,0,2
visit chennai month septemb stay hotel conveni locat hotel centr citi delay check checkout room allot spaciou well maintain requir amen work condit overal satisfi stay,2,0
hotel good well maintain correct valu money servic also good room small comfort trip wonder memor hotel also help travel facil made conveni,2,1
kind good budget hotel peopl want afford star consid price servic cleanli satisfactori qualiti food serv food menu price good room servic well enough satisfi custom,2,1
servic excel staff also help mr khan import interest know manag chennai alway support stay hotel golulam park,2,0
get avail facil money pay awesom breakfast spread ordinari tasti sound proof glass requir hear honk nois clearli sinc locat hotel main road,2,2
extrem satisfi servic qualiti room food good locat good good deal car park adequ problem wise valu money,2,1
well ask guy book counter price told nearli doubl makemytrip place clean decent staff ok creat unnecessari problem check food ok,2,2
short stay along wife chennai person work gokulam park wonder choic given locat staff courtesi south indian food room amen etc room could dark curtain would recommend hotel price hotel nearbi,2,0
nice stay,2,0
locat heart kashmir valley call paradis earth srinagarâ landscap interspers greeneri lake hillock citi spread along bank jhelum river famou surround natur beauti postcard tourist spot two part citi connect nine bridg hari parbat shankar acharya hill lie either side citi,2,2
stay three day got good respons food din go well tast fulli bombayish hotel doesnt provid buffet spread satisifi south indian breakfast differ tast le sabs bada pet lekhin kam khaana alag pura bahoth acha sa prop pura satisfi ho pondi bazar good entertain luv chennai thankz gift,2,2
room clean comfort,2,2
worth money paid toilet commod pipe fit need immedi replac toilet floor wall piant need improvis bed matress realli good wish see better breakfast menu,1,2
bad,1,2
noth much,2,2
good hotel,0,1
arrog unpleas receptionist unfit hold post hospit shout guest hotel charg per day unheard annal hotel industri never forget humili met realli want make seriou complaint,0,2
want trust websit book hotel go hotel told room avali told refund money didnt call day spoke custom servic said manual technic prob like wast time call custom care,0,2
ok,1,2
food expens,0,2
servic staff custom centric bath space small even stand take bath,0,2
room small bathroom small clean access hotel good side road c work breakfast serv room eat bed give car key secur car park outsid check hr check time,0,2
staff realli help treat great hospit cleanli premis make stay comfort conveni locat definit valu money,2,0
room nice although bed stiff board actual work well slept well breakfast room small gave opportun share convers stranger breakfast buffet limit realli delici fresh high qualiti item serv,2,2
good short stay,1,1
origin book room one person correct book two person two bed said receiv second correct request promis room two bed manag mr anand initi reneg unpleas way ok resolv noisi clientel qualiti breakfast high,0,2
staff friendli room book anouth build bed worst ever slept breakfast minim,0,2
wifi practic non exist,1,2
hotel best shop balaji templ differ food joint etc chennai famou pondi bazaar min walk away staff good room big size good choic breakfast free,2,2
call room servic collect laundri one person came without even knock unlock door master key chain hook els could enter room directli room hotel meant privat know mani peopl done apolog good luck visit,2,2
suggest everyon never ever go pic good hotel good room gave room guest hous room like servant quarter bad staff fight custom never ever go hotel,0,2
differ treatment onlin makemytrip book direct hotel site book particularli check run time line pm direct hour intern flight land earli morn pm out troubl onward flight travel day even local book save situat,2,2
good hotel locat near nagar main shop area room neatli maintain staff good polit servic good food good definit valu money hotel especi stay famili,2,1
hotel staff cooper excel servic request spiceless food older parent oblig prepar execut room spaciou clean great valu money makemytrip discount,2,0
good locat comfort room courteou staff good complimentari south indian breakfast serv welcom well accept littl extra hour stay limit well unlimit varieti food avail lunch dinner,2,0
excel locat central maharashtra great accommod facil right price good qualiti breakfast good restaur great wifi facil peopl courteou help,2,0
ek dum horribl hai hotel kabi yaha koi na jay photo kuch dhikhaya hai jaa k ganda sa room dete hai full gand room gandhi servic ganda sa khana suggest everi one fake pic fake everi everyth pleas never ever go life,2,2
bad staff ugli hotel shown good pic given bad room full mosquito smelli bad staff bad food qualiti shown pic hotel road given room back side cottag ugli room never ever go,2,2
hotel interest lot room come onlin check time delay hr ask u wait lobbi next day get call ask vacat room hr,1,2
hotel close nagar shop area object valu money achiev shop hotel charg got upgrad without ask recommend famili,2,2
better cheap good facil good staff food facil,2,1
locat servic personnel awesom room clean tidi thing provid room adjac build main one hope wipe next time,2,2
stay pleas courteou book onlin pm pm checkout hot water facil restaur avail ground floor high serf good qualiti food though slightli expens side overal good packag,2,2
bath room leak decor condit bathroompoor staff help,1,2
overal ok walkabl distanc shop tnagar easi access airport railway station non smoke room,1,2
awesom place stay,2,0
nice place busi travel friendli staff,2,0
nice residenti place,1,0
spaciou enough toilet good kitchenett crockeri even spoon c function control work matress comfort,1,2
mani mosquito late check warm room fridg work light vaniti mirror bed soft disturb middl night errand boy dirti swim pool curtain cover full window balconi chair uncomfort inform complimentari tea breakfast part packag light beach tea kettl bath shower low forc hand towel complimentari fruit snack drink,0,2
qualiti servic bad arriv pm actual check time pm said wait sometim wait reach room,1,2
realli sorri tell u one worst resort life request hotel com look properti option book regular travel thru book done hotel com one realli pathet,0,2
room ambienc insid good bathroom need towel rack near wash basin tap leak mani fli garden area room servic pathet breakfast good food cold pool clean towel stink,1,2
staff help approach friendlyfacil servic regularli like water heater swim pool coldbeach good overal good r r,2,2
great place spend day famili food qualiti need improv divers qualiti room extra like kettl tea coffe avail otherwis comfort stay good facil includ clean beach,2,0
room excel mainten room servic poor ask chang bed cover iron box provid call time also book luxuri villa lot lizard horribl bath tub contain lot red worm maintain properli also complimenteri breakfast ok noth special idli vada dosai usual,2,2
hotel room well maintain food servic tast well hotel situat beach fun enjoy concentr develop tast food valu money,2,2
room servic everyth good especi locat swim pool awesom one thing mainten nice clean littl disappoint manag regard book moreov resort nice,1,2
vgp good place one day holiday nice beach face resort friend famili visit refresh food better better qualiti option,2,2
happi stay nice ambianc morn breakfast ok room worth money littl bit hot day enjoy climat room good jacuzzi swim nice place right,2,0
nice locat spaciou room staff courteou maintain better chang three room time allot room room untidi stink room servic poor,2,2
room good except bathroom shower facil couldv lot better front offic staff courteou enough howev cost stay lesser tad bit high compar mani resort around,2,2
check nd juli book room ac work tv remot work stink smell room bath room bad lot stain recommend go resort breakfast even tea kadai snack food immedi react back stomach upset peopl lot fli food serv area local stall food hygien vgp resort food,1,2
recept good pool good kid area need mainten room good bedsheet torn bathroom soap holder mug bucket water outlet bad lead water stagnant kind stinki time open buffet worst resort buffet ever restaur slow servic proper guidanc board direct,2,2
thing good,2,1
staff help greeneri everywher room spaciou bed old sink insid got u back pain kid swimmimg pool exist one lot tini insect buggi repair elderli need walk need mainten overal locat good beach access,1,2
hotel extrem poor condit ac work unclean room crumbl bed neither stay recommend other,0,2
good,2,1
noisi difficult find locat heater work overpr,0,2
breakfast ordinari idli wada sambhar choic fruit healthier option,2,2
arriv due late flight grate staff got check mainli interest get sleep abl receiv modest breakfast brought room room small clean bed comfort,1,2
pleas ensur provid complet hotel address along landmark surround road etc,1,2
go net photograph room toilet size cost high compar facil,0,2
good decent hotel like top hotel great price,2,1
good locat advantag close airport small room noisi provid shuttl servic promis,1,2
close airport clean standard ask differ room cleaner previou need crash hr flight leav place look someth els seem popular local travel hear everyth room someon turn tv best choic,0,2
easi get airport may upsid hotel loud night long woke someon play doorknob found unabl sleep,0,2
good valu money area flexibl time servic also good hotel contain bar restaur good give even room near lift famili stay,2,1
geezer ac work wi fi good staff behaviour careless warmth behaviour miss,2,2
suit room bad odour except locat facil good friendli front offic staff morn breakfast worth pay cost r part packag room servic fine final say short stay good option,2,2
excel hotel central locat chennai neat clean room good size well done staff courteou good lobbi could littl bigger check check smooth would recommend hotel other also stay,2,1
good place stay decent environ center place close offic food good also complimentari breakfast excel need add channel tv particularli kannada,2,0
give import onlin book room ok,2,2
hotel room suit room small size satisfactori suit room ok standard complimentari breakfast serv qualiti paid food qualiti good staff friendli help,1,2
good clean hotel great hospit conveni locat recommend hotel valu money term improv add tradit south indian breakfast item breakfast buffet menu idli dosa,2,0
worth money paid ac suit room look like one food good room old tidi pleas tri improv room servic qualiti recommend hotel tariff,1,2
locat littl confus difficult find googl map hotel staff courteou also provid basic necess time even without need ask fast wifi excel ac nois outsid rest room lift facil breakfast complementari eat joint right next hotel,2,2
place quiet calm well maintain give differ feel reach place recept place quit impress neg point breakfast provid realli awesom enjoy,2,0
ambienc facil may per rent charg suitabl famili within budget gener ambienc expect probabl due class citi afford room rent view economi facil might appropri hotel recommend stay famili within budget,1,2
local good nearbi saravana bhavan hotel min walk kodambakkam station atm medic shop mosqu church templ walkabl distanc close kodambakkam flyover pleas cautiou close glass window window metal cross bar glass door open insid outsid well food ok otherwis enjoy stay,2,2
hotel wise nice locat near main road hotel old maintain well clean staff nice room servic outstand go chennai would like stay,2,0
good food ok locat much conveni sss,2,2
room felt like dungeon odd smell feel like suit staff friendli sheet clean,0,2
famili went unexpect famili crisi perfect whole staff bent backward help u time need thing provid excel servic,2,0
morn breakfast ariya hotel one item per head paid two doubl bed room upto expect struggl search room actual omr main road adjac road situat street opposit factori work nois,0,2
nois factori across street villa secur kept open day late night bathroom mirror worn googl map show entir differ locat half kilo meter south phone reachabl hotel com also tri reach vain checkin checkout time post hotel com make difficult decid hotel choic bathroom shower applianc dirti,0,2
hotel quit nice staff friendli accommod late come earli luggag immedi carri bag room meal good well hotel nearbi mani small shop run someth walk around corner get come u nice ac two fan room well,2,2
good,2,1
good hotel com give star rate hotel,1,1
locat good number good restaur nearbi hotel comfort stay ac effect staff courteou help breakfast complimentari averag second time chose stay hotel recommend,2,1
hotel locat nearbi egmor railway station good restaur avail nearbi hotel break fast good hotel staff co oper best thing hotel provid hour check time onlin book custom,2,1
overal good experi stay hotel victoria locat good exactli chennai egmor rli station recept staff good housekeep staff also cooper help room servic good enough breakfast though limit choic realli good good standard,2,1
